gene_name	Caco2	HCT115	HCT16	SFM	SW1417	SW403	SW480	SW620
ADD3-AS1	4.52	2.764	3.366	4.098	5.796	4.248	2.952	2.714
RIPPLY2	0.0	0.0	0.63	0.0	0.0	0.0	1.412	0.0
SMIM9	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.0
RNU6-172P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C6orf163	4.793	4.448	4.343	2.992	2.161	3.167	7.836	4.157
RBMY2AP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCOM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHIAP2	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0
GDI1	520.79	593.496	850.899	622.735	612.121	487.745	681.84	562.423
TRAK1	55.603	57.876	55.427	47.042	52.335	68.848	67.742	55.5
HS3ST4	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
SNORC	3.363	2.422	0.571	1.025	1.831	2.85	3.698	1.499
LINC01979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02375	0.0	0.089	0.267	0.0	0.0	0.0	0.0	0.0
AC027544.1	0.233	0.382	0.314	0.955	0.255	0.273	0.42	0.663
AC069234.2	4.063	4.256	7.217	5.433	3.871	1.758	5.532	6.424
AC136624.2	0.0	0.412	0.0	0.665	0.08	0.135	0.336	0.074
TOP2B	178.882	200.421	206.689	194.35	141.375	189.465	234.894	171.824
MTCYBP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARB	0.0	0.044	0.0	0.0	0.778	0.133	0.336	0.297
RPL22P14	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
PLCL2	80.29	80.451	77.941	76.605	63.384	100.598	89.122	83.521
CDC14C	3.378	0.184	0.133	1.657	0.082	0.337	0.542	0.113
LZTS1	0.228	0.281	0.0	0.288	0.0	0.412	0.0	0.046
KLHL20	55.092	103.295	84.189	127.847	55.909	54.752	76.448	75.351
AC073476.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEFH	0.12	1.959	0.533	0.0	1.701	0.095	0.36	0.0
TOM1	151.28	138.592	206.769	205.657	142.42	137.928	201.22	170.97
HMGXB4	44.563	66.648	57.386	45.648	45.149	28.853	60.938	46.779
AP1B1	99.858	111.258	79.51	95.878	75.969	78.508	112.284	121.043
DKKL1	0.0	0.215	0.0	0.867	0.0	0.0	0.0	0.0
LYL1	466.337	498.4	499.663	487.435	567.739	516.123	392.586	541.794
OAZ1	8804.763	6649.894	5061.287	5618.835	5580.429	8429.55	5428.312	7706.484
EFCAB14P1	0.0	0.072	0.0	0.293	0.0	0.0	0.0	0.0
TRMT1	15.32	8.694	8.719	7.153	11.15	5.493	4.862	12.179
AC112492.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FTLP17	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.2
AC002381.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR646HG	7.047	6.299	4.927	4.16	3.215	7.147	4.776	5.761
AC115618.2	0.412	0.15	0.153	0.0	0.138	0.0	0.0	0.12
AC008026.1	0.0	0.118	0.0	0.078	0.0	0.0	0.0	0.0
RN7SL589P	0.962	0.164	1.126	0.0	0.39	0.838	0.36	0.091
AL139420.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL563P	0.0	0.074	0.286	0.293	0.165	0.067	0.662	0.074
RPS26P55	0.0	0.091	0.0	0.285	0.0	0.637	0.434	0.2
MSTO1	1.843	2.414	1.409	1.585	3.407	3.853	2.694	3.586
NT5C	158.852	110.698	49.699	78.635	130.622	77.653	73.65	125.357
NCK1-DT	7.185	6.076	5.92	6.328	6.132	7.543	7.892	7.526
AP005135.1	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
SLC12A6	986.977	775.84	902.373	879.905	825.776	1187.398	922.042	1020.767
NUP85	37.173	42.98	33.484	38.213	31.141	34.885	37.202	48.483
MIF4GD	43.475	53.705	31.194	37.43	29.9	44.32	47.842	46.346
SLC25A19	40.37	54.232	31.31	30.255	77.425	68.388	41.74	58.104
Z95331.1	14.677	15.718	7.464	23.64	10.126	7.397	16.286	10.897
SLC24A2	0.243	0.0	0.0	0.0	0.242	0.67	1.864	0.046
AC026362.2	5.502	8.034	13.063	11.31	8.88	11.47	11.362	12.16
AC009831.4	0.725	1.458	0.941	2.235	1.411	1.493	1.02	1.787
AL109806.1	0.0	0.0	0.153	0.145	0.0	0.267	0.598	0.074
AP000648.3	0.227	0.18	0.0	0.663	0.538	0.0	0.61	2.327
AC005609.1	0.0	0.184	0.803	0.0	0.0	0.0	0.0	0.0
RF02105	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC006330.1	1.048	7.0	9.196	9.902	4.002	3.053	6.286	2.137
AC025521.1	0.0	1.065	0.0	0.0	0.0	0.0	0.0	0.0
ZNF572	0.247	0.779	1.39	0.0	0.898	0.283	2.21	1.559
AC048334.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR56A1	6.462	5.342	7.274	9.187	7.408	4.178	12.774	6.337
RN7SKP81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU4-20P	0.12	0.0	0.0	0.0	0.082	0.0	0.0	0.0
RF00019	0.0	0.074	0.0	0.0	0.0	0.133	0.504	0.0
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2V1	0.113	0.089	0.401	0.372	0.275	0.067	0.0	0.121
RNA5SP283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-81P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD51D	66.412	74.611	75.304	111.202	69.551	62.407	70.394	56.947
ACKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184
PDCL3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFAP45	2.605	1.892	1.151	5.233	10.048	11.197	5.56	5.573
AL356535.1	0.0	0.0	0.0	0.675	0.0	0.0	0.0	0.0
AL354714.2	0.0	0.0	0.0	0.285	0.0	0.0	0.18	0.0
AC012362.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R14BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010731.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010255.1	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
TRERF1	397.352	461.012	497.959	456.05	353.349	287.633	323.434	349.111
CRISP2	2.407	1.381	0.267	1.397	0.898	0.735	1.502	0.609
F13A1	4.338	2.742	3.294	4.465	5.746	7.337	12.152	4.516
LY6E-DT	2.767	4.972	3.476	4.382	5.927	10.532	5.544	4.071
GRM4	0.69	2.832	2.246	1.812	1.955	2.257	2.182	1.234
OR7E91P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC6A	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0
TRAV16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV12-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV8-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV14DV4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV9-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV8-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV13-2	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0
FP671120.4	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAV19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC017048.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIP5K1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC073850.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL139289.1	0.813	2.334	1.2	0.0	0.319	0.0	0.0	0.299
GOT1L1	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
ZBTB43	100.607	127.36	199.729	148.71	152.566	125.555	143.312	123.791
ANKRD39	11.663	23.102	5.717	12.265	11.804	18.443	19.568	19.967
LINC02165	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
CLNS1AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A5P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR14K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6P7	0.0	0.164	0.0	0.388	0.569	0.0	0.0	0.0
AC108073.1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
RF00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATF4P1	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.279
QTRT1	1.223	1.4	0.746	0.31	0.635	1.502	5.54	3.053
DBX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTATIP2	203.442	170.581	174.699	210.935	155.309	186.113	170.808	165.404
MIR5681B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR34C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR23B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136455.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR635	0.32	0.292	0.457	0.412	0.325	0.067	0.0	0.233
AC069185.1	1.415	2.514	4.064	11.102	3.049	2.748	1.986	0.89
RPL10P17	0.12	0.089	0.516	0.0	0.0	0.067	0.084	0.0
AC078962.1	0.233	0.622	0.191	3.693	1.046	1.447	1.116	0.886
LINC00092	0.0	0.044	0.363	0.155	0.24	0.268	0.0	0.046
MIR203A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC019197.1	5.058	6.945	3.501	10.37	6.825	6.22	6.564	9.256
AC104333.2	0.0	0.274	0.0	0.285	0.0	0.473	0.916	0.411
PIN4P1	0.0	0.239	0.267	0.0	0.0	0.0	0.0	0.0
THAP12P3	0.0	0.275	3.209	0.0	0.08	0.0	0.0	0.0
AC078809.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR1H5P	0.0	0.091	0.0	0.0	0.246	0.0	0.0	0.0
AC134981.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001542.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO28	112.212	98.476	108.799	84.895	109.231	92.153	121.2	113.219
NUDT21	157.158	163.159	162.941	156.265	170.642	142.938	139.902	160.151
SDE2	46.127	42.919	63.319	34.98	60.965	43.008	62.916	37.919
DEGS1	258.645	186.112	280.046	219.345	300.359	253.453	211.496	273.974
OR7E109P	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.23
TREM1	113.155	102.186	108.383	14.358	45.661	148.277	132.776	158.714
AC006600.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KNSTRN	27.553	20.211	13.781	31.702	13.775	18.048	20.294	20.494
ARL2BPP10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS27AP12	4.295	2.458	1.823	4.03	2.554	3.477	2.58	3.819
AL583834.1	0.0	0.072	0.0	0.0	0.905	1.337	0.0	0.0
PLA2G12AP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL17P20	0.0	0.32	0.0	0.0	0.0	0.067	0.0	0.0
CHCHD4P5	0.0	0.184	0.0	0.0	0.0	0.067	0.0	0.0
PKN1	82.133	90.401	101.563	81.57	72.401	161.743	85.164	99.96
STK19B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRE5	820.452	586.388	783.73	565.717	818.138	980.155	862.344	864.241
TRIR	1133.42	852.12	889.833	921.245	1078.126	1022.428	680.762	967.596
SLC6A1	7.73	6.798	8.64	14.21	9.686	5.655	6.708	6.069
AL137025.1	2.875	3.468	5.424	4.047	5.026	4.537	5.084	3.094
SMG1	213.513	216.994	306.354	293.288	239.323	173.752	247.382	217.504
FCHO2	38.128	36.434	45.126	39.58	27.514	43.602	31.706	44.133
GRK5-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390879.1	0.34	0.504	0.553	0.0	0.559	0.0	0.0	0.226
DDIT4	98.455	91.109	134.324	75.093	73.176	174.293	202.662	97.821
AC130464.1	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0
U51244.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z84488.1	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
RPS27AP13	0.247	0.184	0.0	0.233	0.0	0.0	0.0	0.0
MRPL2	28.738	24.928	17.474	11.965	28.579	28.568	19.534	18.413
WWP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
AC010973.2	0.783	2.085	1.139	0.0	0.681	2.94	2.602	1.324
MIR4789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF4E2P2	0.0	0.0	0.401	0.288	0.0	0.0	0.0	0.0
AC135012.3	0.0	0.145	0.0	0.0	0.082	0.0	0.0	0.0
PAGE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-931P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025048.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD115-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-271P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046
AC008543.5	0.123	0.88	0.571	1.585	1.856	0.133	0.0	0.074
AC012569.1	0.0	0.392	0.624	0.857	0.446	0.268	0.18	0.046
LCN1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRIT2	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006512.1	0.0	0.3	1.077	0.0	0.17	0.188	0.0	0.0
MTND5P40	0.0	0.919	0.0	0.0	0.0	0.935	0.542	0.0
RPL34P34	0.0	0.091	0.0	0.078	0.132	0.0	0.0	0.0
MRPL55	27.212	18.492	13.966	17.642	19.217	27.725	25.01	24.454
IL12B	6.22	12.627	15.28	10.422	8.915	3.913	10.78	6.524
AL117378.1	6.005	9.246	8.901	11.358	12.558	4.412	13.708	3.093
AC115676.1	0.113	0.222	0.181	0.0	0.0	0.0	0.0	0.333
AP000777.2	0.687	0.0	0.0	0.0	0.322	0.0	0.18	0.0
AC073592.6	0.458	0.956	1.031	1.945	0.651	0.612	0.0	0.361
AC090772.4	0.123	0.454	0.0	0.31	0.138	0.735	1.028	0.2
KRT18P5	0.0	0.044	0.267	0.0	0.0	0.133	0.084	0.0
AJ003147.3	7.795	12.49	6.189	10.26	4.445	4.348	10.852	8.613
RBM12B-AS1	0.0	0.072	0.0	0.0	0.0	0.067	0.336	0.0
DISC1-IT1	5.59	4.227	5.901	9.25	10.391	2.39	10.462	1.851
ACP6	49.907	37.668	41.656	37.405	30.118	39.662	75.324	39.614
AL606760.1	0.0	0.892	0.0	1.0	0.346	0.133	0.166	0.0
VPS25P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007365.1	2.63	8.248	15.549	9.693	5.06	2.407	6.22	3.169
PP12613	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0
AL360271.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF127936.1	0.0	0.0	0.0	0.0	1.712	0.0	0.0	0.0
CUTALP	24.033	28.202	21.057	42.038	25.652	25.073	32.22	26.26
AL451105.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR5087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031666.3	0.495	0.854	1.304	1.15	0.132	0.57	0.264	1.724
AC068587.4	102.677	181.404	162.84	241.548	204.811	77.882	236.318	117.621
RF00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018653.2	0.12	0.091	0.0	0.293	0.08	0.0	0.0	0.0
MIR4531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GBP5	13.795	23.888	10.36	11.123	26.534	20.342	16.592	14.316
GSDMA	0.0	0.473	0.716	0.732	0.165	0.2	0.084	0.226
KRT24	0.0	0.091	0.0	0.0	0.082	0.0	0.0	0.0
CYP7A1	0.0	0.0	1.269	0.65	1.328	2.01	0.658	1.56
AC090152.1	5.14	8.546	4.701	8.287	7.596	11.352	11.676	7.209
AC025278.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092440.1	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0
CHP1	1465.323	1285.555	980.776	1012.053	1024.286	1078.315	1254.182	1134.834
CDK10	15.555	17.45	15.557	20.755	18.961	18.33	20.158	18.731
AL139124.1	0.0	0.091	0.0	0.0	0.0	0.335	0.25	0.0
MBTD1	22.71	24.518	36.711	33.238	22.695	19.032	26.962	20.86
FRMD8	254.028	223.218	219.213	230.81	287.344	173.362	221.108	247.131
KLHDC2	76.822	91.368	60.266	94.613	57.669	80.835	66.0	91.779
ZNF22	26.87	39.501	34.181	44.045	26.343	30.428	20.57	24.854
C10orf25	2.947	1.591	0.181	3.087	1.839	0.87	0.514	2.607
AL590099.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EEF1A1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0
RRBP1	139.558	121.408	334.874	108.4	135.486	154.433	187.716	137.62
BMP2	0.362	0.849	0.216	3.878	0.329	0.602	1.08	0.184
ZNF133	2.647	2.594	1.16	5.038	4.201	3.088	3.226	2.357
NRSN2	0.763	1.399	0.357	0.0	0.0	5.19	3.366	1.051
AP5S1	17.915	18.272	17.509	29.337	18.286	8.797	12.248	19.864
FLRT3	0.0	0.556	0.936	0.372	0.0	0.0	0.0	0.0
RNU6-116P	0.0	0.494	0.4	0.0	0.739	0.0	0.42	0.0
RF00019	3.122	4.385	5.323	3.66	4.051	3.137	2.354	4.404
AP003472.2	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-10P	0.0	0.0	0.096	0.0	0.0	0.067	0.708	0.2
RNU6-418P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-949P	0.0	0.0	0.0	0.293	0.0	0.0	0.0	0.0
RNU6-435P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-203P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-152P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC136443.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A31	0.0	0.0	0.583	0.0	0.0	0.0	0.0	0.0
AP001783.1	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0
AC013714.1	0.247	0.044	0.0	0.078	0.194	0.0	0.0	0.076
AP003555.2	0.0	0.145	3.206	4.375	1.954	0.0	2.346	0.0
AP002336.2	0.123	0.33	0.0	0.333	0.535	0.342	0.24	0.0
OR5M6P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000662.1	9.007	10.975	10.75	12.38	8.871	12.427	8.75	9.846
CYCSP26	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
MIR330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003355.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091819.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC066615.1	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
LINC01226	17.053	17.502	23.357	28.217	19.903	17.147	19.158	14.857
MIR3614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGHVIII-26-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGB1P19	0.0	0.072	0.981	0.293	0.0	0.135	0.36	0.0
DEDD	166.173	140.199	110.524	125.238	157.324	153.152	87.896	154.35
IGKV1-35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGHV7-40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA2L	13.378	11.339	13.061	5.547	10.409	11.027	12.72	9.38
NIT1	110.162	143.206	180.876	133.285	150.033	95.997	112.482	115.717
SYCE1L	1.342	1.26	0.459	0.66	0.551	3.708	0.18	0.703
AC108142.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDX24	253.882	336.076	211.823	342.147	233.361	255.668	342.07	268.937
AC023509.2	0.237	0.221	0.0	0.0	0.239	5.63	0.902	0.909
HLX-AS1	0.0	0.072	0.0	0.0	0.058	0.0	0.0	0.0
LGALS7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R12A-AS1	19.683	13.448	19.63	24.695	19.402	20.252	16.598	13.914
GIP	0.0	0.072	0.0	0.0	0.0	0.067	0.5	0.0
DPP6	3.953	2.956	2.961	9.0	4.032	2.665	3.66	3.609
XPO7	181.023	188.849	184.446	136.333	157.64	198.913	218.474	183.971
LRCH2	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0
GADD45G	115.867	96.912	100.291	67.485	125.094	73.477	52.5	95.613
CBR1	23.137	24.004	25.041	26.193	87.682	24.78	26.178	24.874
RPEP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011444.3	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0
RPL29P33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP3K9	29.545	30.034	28.784	47.588	35.005	27.267	34.282	23.489
KLHL30	0.0	3.261	0.63	0.7	0.572	0.067	0.0	0.333
PRDX1P1	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0
AP003170.5	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
OR10Z1	1.685	1.016	0.267	0.078	1.819	0.333	0.902	0.321
AL512310.10	0.0	0.0	0.0	0.0	0.0	0.067	0.084	0.0
OR10R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGMS1	101.703	110.49	104.073	101.327	107.769	72.828	83.02	97.496
RORB	0.678	0.554	0.49	0.293	0.469	0.133	0.698	0.0
PJA2	681.808	722.466	587.567	613.162	649.788	593.612	773.92	636.601
ARMCX6	149.472	130.754	174.586	138.343	191.372	138.107	113.222	120.599
LINC02346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELOA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NINJ2	81.723	77.384	65.33	57.792	85.505	230.657	77.304	167.89
MLLT3	6.097	5.689	3.264	7.632	6.111	6.747	7.124	6.303
FAM90A1	0.338	0.826	0.0	0.88	0.08	0.0	0.542	0.0
RRM2	6.663	22.696	11.417	7.765	3.281	19.462	50.806	3.516
GIMD1	0.12	0.091	0.0	0.0	0.326	0.0	0.0	0.0
PSMC1P4	0.0	0.236	0.133	0.0	0.646	0.0	0.0	0.0
DNAJC18	10.95	11.082	15.993	17.528	12.178	17.998	15.396	12.467
KRT6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMTOR3	443.06	361.389	444.871	349.205	419.828	352.358	361.376	421.394
RIOX1	24.998	17.197	15.103	20.703	12.871	19.71	11.876	17.263
SPATA24	4.298	1.272	0.749	2.183	0.805	2.12	0.936	1.464
AC092535.1	0.12	0.368	0.0	0.0	0.082	0.2	0.084	0.0
SLC13A1	0.338	0.474	0.82	0.0	0.485	0.335	1.274	0.613
CADPS2	0.0	0.409	0.666	0.145	0.0	0.0	0.0	0.363
DGCR8	15.712	11.226	9.651	23.9	10.71	10.902	8.528	7.866
AC114737.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL450163.1	0.0	0.568	0.216	0.0	0.215	0.475	0.24	0.0
PF4V1	1.277	0.635	1.88	0.782	0.546	0.742	0.42	0.947
AL590068.3	1.64	2.154	3.711	3.168	2.555	1.147	11.434	0.486
AC097105.1	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
AC084024.4	8.24	6.386	9.223	10.437	8.635	5.033	9.07	6.72
AL132633.1	0.34	3.299	1.016	0.603	1.461	0.657	0.42	0.433
GCM2	0.227	0.116	0.0	0.0	0.08	0.067	0.67	0.0
RNU6-528P	0.0	0.0	0.0	0.0	0.411	0.0	0.0	0.0
NMUR1	0.123	0.091	0.133	0.86	0.08	0.34	0.878	0.0
DNAI2	0.0	0.222	0.267	0.88	0.0	0.067	0.0	0.0
AC084880.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026412.3	3.8	2.63	1.323	7.563	1.448	2.677	1.626	1.096
AP003170.4	2.957	1.47	0.581	1.627	0.576	0.875	0.986	1.793
TCP11X2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N4BP2	17.305	25.31	25.237	23.225	20.354	15.113	22.046	20.847
SSU72	276.282	214.429	246.656	251.16	269.089	264.792	259.414	274.127
ATAD3B	8.563	7.675	12.009	9.748	8.495	7.375	13.25	6.797
AC006557.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHB2	158.142	161.354	196.676	129.707	103.775	217.437	210.122	166.399
AL008729.1	15.138	12.166	56.017	5.437	16.209	30.138	27.968	36.319
AC131097.1	0.357	1.009	1.433	0.363	1.604	2.648	1.368	2.451
TCTN1	15.618	20.019	25.99	23.767	22.825	22.55	22.75	13.769
PNMA8B	0.0	0.0	0.0	0.0	0.246	0.0	0.0	0.0
AC011484.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM216A	7.773	15.346	8.323	7.34	8.392	15.755	21.624	12.611
ZBTB48	70.105	75.27	36.864	47.858	45.965	56.583	62.44	58.346
AL035693.1	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0
AC078841.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00017	2.242	1.831	4.27	4.047	3.246	2.612	3.356	2.021
AL135936.1	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0
FMO2	0.0	0.0	0.0	0.0	0.0	0.067	0.902	0.0
RF01977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL589994.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL360268.1	0.0	0.0	0.181	0.078	0.0	0.0	0.0	0.0
RF00017	0.12	0.0	0.0	0.0	0.0	0.0	0.434	0.0
RF01518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35E2A	27.157	45.982	24.646	33.188	23.774	28.667	36.532	33.721
AL512637.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
AL390728.2	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0
AL138686.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL021918.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTND5P7	0.0	2.388	0.4	0.0	1.728	0.0	0.0	0.0
