"","T_PCD11_LMoDC_1","T_PCD11_LMoDC_2","T_PCD11_LMoDC_3","T_PCD11_LMoDC_4","T_PCD11_LCD11_1","T_PCD11_LCD11_2","T_PCD11_LCD11_3","T_PCD11_LCD11_4","T_PimedMoDC_1","T_PimedMoDC_2","T_PimedMoDC_3","T_PimedMoDC_4","T_PimedCD11c_1","T_PimedCD11c_2","T_PimedCD11c_3","T_PimedCD11c_4"
"Kcnu1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnv2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kcp",1,2,0,0,2,1,0,2,5,12,14,14,3,1,0,1
"Kctd1",24,19,4,8,39,46,34,39,29,58,49,54,26,38,25,32
"Kctd10",287,121,113,135,446,431,315,343,259,482,401,375,222,341,292,195
"Kctd11",26,8,11,9,31,37,28,22,21,34,37,38,12,30,28,21
"Kctd12",12,15,7,6,17,43,30,35,59,93,101,103,44,67,60,37
"Kctd12b",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Kctd13",47,23,19,42,103,101,47,55,28,72,64,49,26,44,43,43
"Kctd14",28,19,15,41,63,51,29,32,79,76,86,98,33,29,27,36
"Kctd15",0,1,1,0,3,3,1,0,0,1,0,3,1,1,0,0
"Kctd16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd17",29,16,8,11,21,40,23,24,40,77,88,66,23,40,19,24
"Kctd18",27,10,12,14,51,39,38,53,52,82,59,76,43,44,38,44
"Kctd19",0,0,0,0,3,10,2,2,0,1,1,0,0,0,0,0
"Kctd2",87,29,42,43,122,75,70,81,72,130,105,121,54,64,67,43
"Kctd20",155,91,54,112,236,326,247,265,158,304,253,308,165,260,246,164
"Kctd21",9,8,1,3,12,13,18,11,7,15,12,17,4,5,5,3
"Kctd3",49,21,15,21,80,61,47,63,60,102,91,141,54,65,77,48
"Kctd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd5",66,35,32,38,101,94,83,90,68,114,94,110,46,68,79,57
"Kctd6",26,3,3,6,27,33,23,27,14,29,21,35,16,19,19,12
"Kctd7",3,0,2,1,10,6,7,5,4,3,9,7,3,9,5,5
"Kctd8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd9",19,8,6,20,52,54,60,52,18,23,25,34,16,35,31,22
"Kdelr1",244,144,82,148,317,361,277,247,374,620,619,682,264,422,369,306
"Kdelr2",248,161,103,136,299,346,249,210,162,312,242,258,229,345,303,236
"Kdelr3",2,1,0,2,5,7,10,3,2,2,2,1,0,3,7,0
"Kdf1",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"Kdm1a",107,56,54,51,133,123,114,160,88,146,156,169,61,97,85,76
"Kdm1b",22,3,8,9,21,20,13,24,28,53,47,56,20,34,20,21
"Kdm2a",251,109,84,162,366,443,359,356,335,510,510,563,243,321,291,219
"Kdm2b",107,30,32,61,133,82,74,116,61,101,103,140,63,68,80,64
"Kdm3a",86,35,32,47,144,110,136,163,115,192,158,195,59,99,106,95
"Kdm3b",52,24,13,30,52,60,60,64,62,100,102,117,43,76,44,40
"Kdm4a",97,67,36,80,127,289,207,184,753,1264,1398,1418,112,182,145,120
"Kdm4b",77,36,32,45,160,123,84,121,86,116,109,157,44,77,62,44
"Kdm4c",55,28,18,33,107,74,100,99,113,204,188,203,66,99,108,77
"Kdm4d",1,1,1,0,1,0,0,0,0,2,2,1,1,0,1,1
"Kdm4dl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kdm5a",51,36,18,37,66,86,89,112,121,214,178,227,105,114,117,106
"Kdm5b",22,20,11,25,49,31,31,35,42,43,38,60,25,38,30,15
"Kdm5c",172,99,57,118,302,414,222,220,144,301,272,280,105,165,152,124
"Kdm5d",18,4,12,9,20,20,17,18,17,30,34,46,17,12,22,25
"Kdm6a",20,15,7,15,8,22,26,35,46,71,79,80,39,53,46,30
"Kdm6b",107,69,43,87,136,193,105,98,69,96,87,114,48,73,62,53
"Kdm6bos",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kdm7a",75,33,25,39,84,122,128,146,178,281,274,313,148,179,196,120
"Kdm8",12,3,7,6,24,22,20,20,8,19,16,15,9,19,19,15
"Kdr",8,8,5,4,1,5,6,5,6,32,22,17,1,4,2,0
"Kdsr",6,2,1,1,6,11,6,12,6,9,11,13,11,10,6,6
"Keap1",385,215,177,215,465,462,337,417,306,606,464,558,261,383,292,279
"Keg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kel",1,0,0,0,1,1,0,1,3,3,3,4,0,0,2,0
"Kera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1a",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Khdc1b",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc3",17,4,5,4,7,10,5,4,2,5,5,8,5,6,5,1
"Khdc4",106,50,29,53,168,137,117,148,130,156,170,184,63,96,93,74
"Khdrbs1",31,15,13,28,35,53,18,50,19,34,43,48,19,19,23,24
"Khdrbs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdrbs3",0,2,0,1,2,3,2,4,2,0,3,0,5,6,2,3
"Khk",38,26,12,28,50,69,38,34,45,88,72,49,28,71,37,35
"Khnyn",112,44,47,54,137,97,65,88,96,206,221,198,71,93,93,90
"Khsrp",187,107,32,129,191,277,224,275,190,282,302,365,218,236,270,187
"Kics2",30,12,10,24,55,41,44,47,14,32,28,41,14,20,20,17
"Kidins220",110,46,35,63,197,181,142,149,138,253,205,246,107,163,139,116
"Kif11",39,26,19,25,97,97,104,109,52,110,92,121,57,129,111,61
"Kif12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif13a",7,12,7,6,17,30,28,27,32,63,39,55,15,44,48,27
"Kif13b",66,35,16,40,124,103,118,124,56,123,124,120,44,70,56,34
"Kif14",1,1,0,0,3,2,1,2,1,2,4,3,3,6,5,3
"Kif15",46,37,20,32,63,78,71,101,58,98,85,110,79,125,98,64
"Kif16b",16,5,8,7,26,12,20,14,19,52,37,48,22,24,23,18
"Kif16bos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif17",0,0,0,0,1,2,0,7,2,2,2,3,5,6,3,4
"Kif18a",0,1,0,3,0,0,1,0,3,6,1,1,1,3,5,1
"Kif18b",59,33,17,23,117,80,106,96,42,68,63,82,56,95,89,50
"Kif19a",2,2,0,1,1,2,0,0,2,2,1,3,1,1,1,1
"Kif19b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif1a",4,1,1,0,0,2,1,2,2,2,1,0,0,1,0,0
"Kif1b",65,29,22,33,91,63,55,75,64,144,123,168,38,39,46,28
"Kif1c",35,23,12,28,61,47,57,57,55,107,102,132,40,52,46,40
"Kif20a",88,44,41,43,156,128,138,131,74,148,112,150,105,207,151,115
"Kif20b",51,34,23,25,56,59,83,82,43,70,69,85,55,127,103,56
"Kif21a",0,2,0,0,0,1,1,1,1,1,0,1,0,0,1,0
"Kif21b",176,77,51,96,292,235,202,206,348,706,586,804,206,287,284,236
"Kif22",139,63,79,85,197,207,154,154,103,189,146,201,139,198,201,116
"Kif22-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif23",91,61,36,53,158,163,125,133,59,169,132,174,131,201,202,127
"Kif24",5,1,5,5,7,9,7,6,1,7,4,7,2,14,6,0
"Kif26a",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Kif26b",0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
"Kif27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kif28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif2a",29,17,14,20,64,64,62,66,28,43,35,48,42,42,37,37
"Kif2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif2c",84,40,31,36,119,106,91,92,35,46,76,77,59,86,101,39
"Kif3a",37,14,15,17,50,58,38,38,20,25,28,37,4,8,13,12
"Kif3b",40,25,16,41,95,59,61,87,67,109,104,135,36,83,59,62
"Kif3c",16,15,7,11,34,35,30,24,36,56,47,50,15,11,15,9
"Kif4",27,15,13,13,20,66,60,58,49,67,50,81,52,73,54,45
"Kif4-ps",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif5a",1,0,1,0,0,1,1,1,1,0,0,1,0,0,2,2
"Kif5b",366,217,184,250,653,624,599,597,375,550,538,599,349,497,471,316
"Kif5c",1,1,0,3,2,1,3,2,11,28,23,22,1,0,1,0
"Kif6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif7",0,0,2,1,1,1,3,0,1,0,3,1,2,0,0,0
"Kif9",6,1,2,5,4,1,5,5,11,21,21,32,10,7,20,13
"Kifap3",11,4,9,8,17,17,10,19,11,33,25,29,10,20,13,11
"Kifbp",85,33,33,44,158,118,128,132,107,115,149,158,63,115,94,74
"Kifc1",25,20,14,21,27,70,40,29,30,33,29,23,39,75,45,23
"Kifc2",11,4,3,3,22,14,5,9,10,20,16,25,6,12,9,8
"Kifc3",13,3,2,12,53,21,22,39,3,5,4,7,4,4,3,3
"Kifc5b",4,12,14,12,36,41,23,11,9,8,5,9,16,19,10,14
"Kifc5c-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kin",60,27,34,45,91,96,78,90,61,113,101,116,63,81,75,63
"Kir3dl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kir3dl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirrel",0,0,0,0,2,0,1,0,2,5,2,7,1,1,2,0
"Kirrel2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirrel3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirrel3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kis2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss1r",0,1,0,0,1,1,1,1,0,2,2,1,1,1,0,0
"Kit",81,32,26,53,161,166,162,143,135,230,246,222,60,123,98,88
"Kitl",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"Kiz",20,9,8,10,30,30,28,24,35,73,56,74,33,47,36,30
"Kl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klc1",184,113,97,142,335,320,243,227,175,397,326,356,159,185,163,148
"Klc2",44,17,28,43,85,64,56,74,41,65,72,66,24,28,37,28
"Klc3",8,0,3,3,11,9,6,8,7,4,4,7,6,3,1,2
"Klc4",45,34,28,20,101,64,66,41,45,96,86,99,48,57,64,55
"Klf1",7,3,7,1,9,6,6,1,5,0,4,1,1,4,3,9
"Klf10",53,30,14,30,83,56,53,55,31,78,76,64,32,47,62,44
"Klf11",19,10,4,12,34,20,17,20,20,40,21,29,10,19,19,12
"Klf12",0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
"Klf13",1226,661,502,722,1495,1617,1040,1064,1209,2208,1893,2456,1304,1848,1522,1344
"Klf14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf16",55,24,18,36,57,71,59,66,38,64,81,87,36,45,36,49
"Klf17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf2",300,162,125,143,405,297,183,241,698,1064,980,1239,515,566,524,565
"Klf3",190,96,60,90,290,235,208,246,208,379,324,405,138,204,184,151
"Klf4",17,6,5,14,47,34,29,47,103,139,151,215,55,60,95,75
"Klf5",4,5,1,8,26,36,19,16,6,8,7,7,14,15,19,14
"Klf6",165,76,20,98,345,396,324,376,449,659,639,644,187,336,301,181
"Klf7",172,130,74,154,285,452,305,250,172,312,270,325,144,251,204,177
"Klf8",2,1,0,0,1,0,2,2,3,4,3,5,4,5,1,1
"Klf9",31,13,8,11,44,59,45,37,48,70,67,80,34,69,55,41
"Klhdc1",16,8,9,5,47,23,28,26,27,77,49,72,39,42,42,46
"Klhdc10",91,70,37,34,125,137,81,91,76,111,102,129,52,95,101,54
"Klhdc2",103,56,37,76,213,210,153,195,161,257,260,300,186,233,171,177
"Klhdc3",373,163,127,192,389,478,342,385,220,333,283,357,212,337,253,192
"Klhdc4",109,68,71,56,106,136,100,87,38,70,66,77,44,79,68,54
"Klhdc7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc8b",3,2,0,0,6,6,3,5,7,10,7,18,7,5,6,2
"Klhdc9",0,1,1,0,0,0,2,1,4,8,2,0,1,0,1,4
"Klhl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl10",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
"Klhl11",4,3,1,1,7,7,3,2,2,6,5,6,2,2,5,3
"Klhl12",41,19,11,18,44,40,44,41,24,43,29,50,27,43,27,22
"Klhl13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl14",4,0,1,2,3,5,5,5,9,14,11,22,5,8,10,9
"Klhl15",18,4,12,8,21,24,12,17,15,32,28,37,17,25,14,14
"Klhl17",11,16,10,15,28,29,17,23,28,36,48,53,25,29,31,25
"Klhl18",92,42,24,52,124,127,102,105,143,221,223,234,108,155,139,94
"Klhl2",42,18,13,34,84,85,73,85,44,79,78,87,47,61,52,42
"Klhl20",49,16,12,18,77,46,72,52,55,91,83,116,47,84,61,48
"Klhl21",65,32,15,26,130,85,86,94,51,99,87,104,55,67,68,45
"Klhl22",74,26,20,39,66,79,65,50,57,110,126,118,41,79,59,27
"Klhl23",4,6,4,5,5,8,12,3,1,8,3,7,7,12,21,7
"Klhl24",32,24,11,20,46,48,52,68,93,128,98,126,44,73,55,37
"Klhl25",66,28,23,23,90,53,55,59,48,90,72,108,42,58,62,50
"Klhl26",27,10,11,11,29,41,28,15,13,16,34,31,15,14,27,12
"Klhl28",23,8,16,10,25,36,37,37,28,51,57,62,13,20,32,19
"Klhl29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl3",1,0,0,0,2,3,0,2,3,4,2,5,5,3,3,4
"Klhl30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl32",1,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0
"Klhl33",0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"Klhl34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl35",1,0,0,3,0,5,2,0,8,9,7,3,0,3,2,0
"Klhl36",25,16,11,7,21,34,15,20,26,55,77,58,19,60,39,29
"Klhl38",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Klhl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl40",0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"Klhl41",1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
"Klhl42",7,11,4,4,25,10,8,21,12,14,22,21,21,20,14,10
"Klhl5",107,71,49,58,127,115,121,134,126,277,267,279,92,163,144,108
"Klhl6",123,56,60,50,230,179,143,155,179,327,286,374,153,233,209,137
"Klhl7",21,8,10,11,24,26,27,34,22,29,39,39,23,35,33,21
"Klhl8",15,3,4,11,24,17,15,19,28,49,61,67,9,15,10,5
"Klhl9",7,4,1,2,15,19,5,18,15,22,25,32,14,20,20,20
"Klk1",1,2,0,1,2,2,0,1,14,12,17,16,2,0,0,1
"Klk10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk12",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Klk13",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Klk14",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Klk15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b1",0,0,0,0,0,0,2,2,4,0,3,1,1,1,2,1
"Klk1b10-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b11",2,0,2,0,8,9,9,6,5,6,1,5,0,6,2,1
"Klk1b12-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b14-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b15-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b16",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Klk1b18-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b19-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b2-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Klk1b23-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b27",0,0,0,0,0,0,0,0,14,16,19,20,0,2,0,0
"Klk1b28-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Klk1b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b7-ps",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b9",0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,2
"Klk2-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Klk5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk8",24,13,10,16,42,26,17,13,28,41,26,34,27,17,14,15
"Klk9",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Klkb1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Klra1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Klra10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra11-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra13-ps",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"Klra14-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra2",2,2,0,1,1,2,2,1,12,33,22,11,1,4,4,3
"Klra3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Klra4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra7",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Klra8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Klra9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrb1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrb1a",0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
"Klrb1b",9,3,3,3,9,7,6,8,8,27,18,29,6,13,8,11
"Klrb1c",1,0,0,0,0,2,0,1,0,3,2,4,0,0,3,0
"Klrb1f",1,0,0,1,1,1,2,0,1,1,1,3,2,1,1,0
"Klrc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrd1",2,0,1,3,3,2,2,2,7,5,11,7,4,2,6,2
"Klre1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Klrg1",7,0,3,7,16,19,14,16,11,36,35,35,7,6,6,7
"Klrg2",1,0,0,2,8,6,5,4,1,2,3,3,1,0,0,0
"Klrh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klri1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klri2",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"Klrk1",12,5,2,5,10,9,7,7,75,149,147,124,12,29,24,10
"Kmo",38,4,8,21,30,22,27,59,111,199,206,200,64,112,114,104
"Kmt2a",230,118,77,131,360,266,218,325,266,442,425,528,203,228,221,201
"Kmt2b",79,39,32,69,141,135,81,92,70,107,106,131,40,80,55,55
"Kmt2c",69,15,19,38,124,106,122,134,152,279,236,309,127,152,151,112
"Kmt2d",62,38,20,56,100,134,85,100,111,166,175,182,86,93,103,70
"Kmt2e",226,145,98,166,317,298,274,303,297,561,517,656,257,323,348,281
"Kmt5a",534,314,201,341,1039,1090,708,673,260,454,399,479,318,463,427,249
"Kmt5b",41,33,18,38,102,151,120,125,113,197,202,209,88,124,119,104
"Kmt5c",103,48,43,56,207,178,135,105,121,209,259,273,128,184,175,103
"Kncn",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Kndc1",0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
"Kng1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kng2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knl1",33,21,13,15,58,45,53,42,26,50,37,53,33,55,31,46
"Knop1",116,39,47,61,144,145,131,143,82,154,124,170,92,138,128,86
"Knstrn",119,43,55,54,171,123,130,127,90,163,138,197,99,186,149,78
"Kntc1",27,11,13,16,34,47,24,34,17,40,46,38,19,36,41,14
"Kplce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kpna1",27,24,12,24,44,61,75,77,65,103,82,104,49,61,45,49
"Kpna2",1,1,1,2,1,0,0,0,1,0,0,0,1,1,13,14
"Kpna2-ps",0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
"Kpna2rt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kpna3",28,18,10,18,37,48,31,50,55,78,85,119,38,57,61,40
"Kpna4",92,44,70,67,203,179,155,157,132,172,195,190,62,105,124,84
"Kpna6",127,72,33,57,127,123,119,117,113,206,208,223,85,120,132,86
"Kpna7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kpnb1",51,27,16,35,74,83,79,96,60,104,114,121,56,103,105,62
"Kprp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kptn",33,22,18,25,52,56,25,35,53,72,90,101,50,62,62,48
"Kras",31,20,18,20,52,43,45,51,47,60,72,69,35,52,42,44
"Krba1",53,20,21,40,68,55,40,55,39,72,69,85,28,41,43,36
"Krcc1",110,51,52,68,191,177,146,209,166,300,278,306,138,141,152,125
"Kremen1",73,25,22,72,176,111,130,193,101,150,135,152,65,85,60,56
"Kremen2",0,1,2,1,3,0,1,3,3,4,5,5,3,3,2,1
"Kri1",204,100,87,132,315,222,168,184,153,243,254,316,166,214,208,153
"Krit1",57,35,34,33,83,64,74,99,105,160,161,160,37,90,71,58
"Krr1",89,26,35,44,110,108,116,118,62,132,124,139,92,121,129,87
"Krt1",0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
"Krt10",10,5,3,5,25,10,8,14,18,35,20,31,12,13,17,14
"Krt12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt18",2,3,2,1,1,10,5,5,1,6,2,2,1,8,4,4
"Krt19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt222",3,3,2,3,6,5,6,10,18,25,32,38,9,11,13,19
"Krt23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt24",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Krt25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt27",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Krt28",0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0
"Krt31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt33a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt33b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Krt71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
